n,input,encoder_staircase,dm_bit,decoder_staircase,decoder_filtered,error
2692,5350,5376,0,5376,6689,-26
2693,5350,5248,0,5248,6643,102
2694,5196,5376,1,5120,6595,-180
2695,5196,5248,0,5248,6552,-52
2696,5039,5120,0,5120,6507,-81
2697,5039,4992,0,4992,6459,47
2698,4879,5120,1,4864,6409,-241
2699,4879,4992,0,4992,6364,-113
2700,4716,4864,0,4864,6317,-148
2701,4716,4736,0,4736,6267,-20
2702,4551,4608,0,4608,6215,-57
2703,4551,4480,0,4480,6160,71
2704,4382,4608,1,4352,6103,-226
2705,4382,4480,0,4480,6052,-98
2706,4211,4352,0,4352,5998,-141
2707,4037,4224,0,4224,5942,-187
2708,4037,4096,0,4096,5884,-59
2709,3861,3968,0,3968,5824,-107
2710,3861,3840,0,3840,5762,21
2711,3683,3968,1,3712,5697,-285
2712,3683,3840,0,3840,5638,-157
2713,3502,3712,0,3712,5577,-210
2714,3502,3584,0,3584,5514,-82
2715,3319,3456,0,3456,5449,-137
2716,3319,3328,0,3328,5382,-9
2717,3135,3200,0,3200,5313,-65
2718,3135,3072,0,3072,5242,63
2719,2948,3200,1,2944,5170,-252
2720,2948,3072,0,3072,5104,-124
2721,2759,2944,0,2944,5036,-185
2722,2759,2816,0,2816,4966,-57
2723,2569,2688,0,2688,4894,-119
2724,2569,2560,0,2560,4821,9
2725,2378,2688,1,2432,4746,-310
2726,2378,2560,0,2560,4677,-182
2727,2185,2432,0,2432,4606,-247
2728,2185,2304,0,2304,4534,-119
2729,1990,2176,0,2176,4460,-186
2730,1990,2048,0,2048,4384,-58
2731,1795,1920,0,1920,4307,-125
2732,1795,1792,0,1792,4228,3
2733,1598,1920,1,1664,4147,-322
2734,1598,1792,0,1792,4073,-194
2735,1400,1664,0,1664,3997,-264
2736,1400,1536,0,1536,3920,-136
2737,1202,1408,0,1408,3841,-206
2738,1202,1280,0,1280,3760,-78
2739,1003,1152,0,1152,3678,-149
2740,1003,1024,0,1024,3595,-21
2741,803,896,0,896,3510,-93
2742,803,768,0,768,3424,35
2743,603,896,1,640,3337,-293
2744,603,768,0,768,3256,-165
2745,402,640,0,640,3174,-238
2746,402,512,0,512,3090,-110
2747,201,384,0,384,3005,-183
2748,0,256,0,256,2919,-256
2749,0,128,0,128,2831,-128
2750,-201,0,0,0,2742,-201
2751,-201,-128,0,-128,2652,-73
2752,-402,-256,0,-256,2561,-146
2753,-402,-384,0,-384,2468,-18
2754,-603,-512,0,-512,2374,-91
2755,-603,-640,0,-640,2279,37
2756,-803,-512,1,-768,2183,-291
2757,-803,-640,0,-640,2094,-163
2758,-1003,-768,0,-768,2004,-235
2759,-1003,-896,0,-896,1913,-107
2760,-1202,-1024,0,-1024,1821,-178
2761,-1202,-1152,0,-1152,1728,-50
2762,-1400,-1280,0,-1280,1634,-120
2763,-1400,-1408,0,-1408,1538,8
2764,-1598,-1280,1,-1536,1441,-318
2765,-1598,-1408,0,-1408,1351,-190
2766,-1795,-1536,0,-1536,1260,-259
2767,-1795,-1664,0,-1664,1168,-131
2768,-1990,-1792,0,-1792,1075,-198
2769,-1990,-1920,0,-1920,981,-70
2770,-2185,-2048,0,-2048,886,-137
2771,-2185,-2176,0,-2176,790,-9
2772,-2378,-2304,0,-2304,693,-74
2773,-2378,-2432,0,-2432,595,54
2774,-2569,-2304,1,-2560,496,-265
2775,-2569,-2432,0,-2432,404,-137
2776,-2759,-2560,0,-2560,311,-199
2777,-2759,-2688,0,-2688,217,-71
2778,-2948,-2816,0,-2816,122,-132
2779,-2948,-2944,0,-2944,26,-4
2780,-3135,-3072,0,-3072,-71,-63
2781,-3135,-3200,0,-3200,-169,65
2782,-3319,-3072,1,-3328,-268,-247
2783,-3319,-3200,0,-3200,-360,-119
2784,-3502,-3328,0,-3328,-453,-174
2785,-3502,-3456,0,-3456,-547,-46
2786,-3683,-3584,0,-3584,-642,-99
2787,-3683,-3712,0,-3712,-738,29
2788,-3861,-3584,1,-3840,-835,-277
2789,-3861,-3712,0,-3712,-925,-149
2790,-4037,-3840,0,-3840,-1017,-197
2791,-4211,-3968,0,-3968,-1110,-243
2792,-4211,-4096,0,-4096,-1204,-115
2793,-4382,-4224,0,-4224,-1299,-158
2794,-4382,-4352,0,-4352,-1395,-30
2795,-4551,-4480,0,-4480,-1492,-71
2796,-4551,-4608,0,-4608,-1590,57
2797,-4716,-4480,1,-4736,-1689,-236
2798,-4716,-4608,0,-4608,-1781,-108
2799,-4879,-4736,0,-4736,-1874,-143
2800,-4879,-4864,0,-4864,-1968,-15
2801,-5039,-4992,0,-4992,-2063,-47
2802,-5039,-5120,0,-5120,-2159,81
2803,-5196,-4992,1,-5248,-2256,-204
2804,-5196,-5120,0,-5120,-2346,-76
2805,-5350,-5248,0,-5248,-2437,-102
2806,-5350,-5376,0,-5376,-2529,26
2807,-5501,-5248,1,-5504,-2622,-253
2808,-5501,-5376,0,-5376,-2709,-125
2809,-5648,-5504,0,-5504,-2797,-144
2810,-5648,-5632,0,-5632,-2886,-16
2811,-5792,-5760,0,-5760,-2976,-32
2812,-5792,-5888,0,-5888,-3067,96
2813,-5932,-5760,1,-6016,-3160,-172
2814,-5932,-5888,0,-5888,-3246,-44
2815,-6069,-6016,0,-6016,-3333,-53
2816,-6069,-6144,0,-6144,-3421,75
2817,-6202,-6016,1,-6272,-3511,-186
2818,-6202,-6144,0,-6144,-3594,-58
2819,-6332,-6272,0,-6272,-3678,-60
2820,-6332,-6400,0,-6400,-3764,68
2821,-6457,-6272,1,-6528,-3851,-185
2822,-6457,-6400,0,-6400,-3931,-57
2823,-6579,-6528,0,-6528,-4013,-51
2824,-6579,-6656,0,-6656,-4096,77
2825,-6697,-6528,1,-6784,-4180,-169
2826,-6697,-6656,0,-6656,-4258,-41
2827,-6811,-6784,0,-6784,-4337,-27
2828,-6811,-6912,0,-6912,-4418,101
2829,-6920,-6784,1,-7040,-4500,-136
2830,-6920,-6912,0,-6912,-4576,-8
2831,-7026,-7040,0,-7040,-4653,14
2832,-7127,-6912,1,-7168,-4732,-215
2833,-7127,-7040,0,-7040,-4805,-87
2834,-7224,-7168,0,-7168,-4879,-56
2835,-7224,-7296,0,-7296,-4955,72
2836,-7316,-7168,1,-7424,-5033,-148
2837,-7316,-7296,0,-7296,-5104,-20
2838,-7405,-7424,0,-7424,-5177,19
2839,-7405,-7296,1,-7552,-5252,-109
2840,-7488,-7424,0,-7424,-5320,-64
2841,-7488,-7552,0,-7552,-5390,64
2842,-7567,-7424,1,-7680,-5462,-143
2843,-7567,-7552,0,-7552,-5528,-15
2844,-7642,-7680,0,-7680,-5596,38
2845,-7642,-7552,1,-7808,-5666,-90
2846,-7712,-7680,0,-7680,-5729,-32
2847,-7712,-7808,0,-7808,-5794,96
2848,-7778,-7680,1,-7936,-5861,-98
2849,-7778,-7808,0,-7808,-5922,30
2850,-7838,-7680,1,-7936,-5985,-158
2851,-7838,-7808,0,-7808,-6042,-30
2852,-7894,-7936,0,-7936,-6102,42
2853,-7894,-7808,1,-8064,-6164,-86
2854,-7946,-7936,0,-7936,-6220,-10
2855,-7946,-8064,0,-8064,-6278,118
2856,-7992,-7936,1,-8192,-6338,-56
2857,-7992,-8064,0,-8064,-6392,72
2858,-8034,-7936,1,-8192,-6449,-98
2859,-8034,-8064,0,-8064,-6500,30
2860,-8070,-7936,1,-8192,-6553,-134
2861,-8070,-8064,0,-8064,-6601,-6
2862,-8102,-8192,0,-8192,-6651,90
2863,-8102,-8064,1,-8320,-6704,-38
2864,-8129,-8192,0,-8192,-6751,63
2865,-8129,-8064,1,-8320,-6801,-65
2866,-8152,-8192,0,-8192,-6845,40
2867,-8152,-8064,1,-8320,-6892,-88
2868,-8169,-8192,0,-8192,-6933,23
2869,-8169,-8064,1,-8320,-6977,-105
2870,-8181,-8192,0,-8192,-7015,11
2871,-8181,-8064,1,-8320,-7056,-117
2872,-8189,-8192,0,-8192,-7092,3
2873,-8191,-8064,1,-8320,-7131,-127
2874,-8191,-8192,0,-8192,-7165,1
2875,-8189,-8064,1,-8320,-7202,-125
2876,-8189,-8192,0,-8192,-7233,3
2877,-8181,-8064,1,-8320,-7267,-117
2878,-8181,-8192,0,-8192,-7296,11
2879,-8169,-8064,1,-8320,-7328,-105
2880,-8169,-8192,0,-8192,-7355,23
2881,-8152,-8064,1,-8320,-7386,-88
2882,-8152,-8192,0,-8192,-7412,40
2883,-8129,-8064,1,-8320,-7441,-65
2884,-8129,-8192,0,-8192,-7465,63
2885,-8102,-8064,1,-8320,-7492,-38
2886,-8102,-8192,0,-8192,-7514,90
2887,-8070,-8064,1,-8320,-7540,-6
2888,-8070,-8192,0,-8192,-7561,122
2889,-8034,-8064,1,-8320,-7585,30
2890,-8034,-7936,1,-8192,-7604,-98
2891,-7992,-8064,0,-8064,-7619,72
2892,-7992,-7936,1,-8192,-7637,-56
2893,-7946,-8064,0,-8064,-7651,118
2894,-7946,-7936,1,-8192,-7668,-10
2895,-7894,-8064,0,-8064,-7681,170
2896,-7894,-7936,1,-8192,-7697,42
2897,-7838,-7808,1,-8064,-7709,-30
2898,-7838,-7936,0,-7936,-7717,98
2899,-7778,-7808,1,-8064,-7728,30
2900,-7778,-7680,1,-7936,-7735,-98
2901,-7712,-7808,0,-7808,-7738,96
2902,-7712,-7680,1,-7936,-7745,-32
2903,-7642,-7808,0,-7808,-7747,166
2904,-7642,-7680,1,-7936,-7753,38
2905,-7567,-7552,1,-7808,-7755,-15
2906,-7567,-7680,0,-7680,-7753,113
2907,-7488,-7552,1,-7808,-7755,64
2908,-7488,-7424,1,-7680,-7753,-64
2909,-7405,-7552,0,-7552,-7747,147
2910,-7405,-7424,1,-7680,-7745,19
2911,-7316,-7296,1,-7552,-7739,-20
2912,-7316,-7424,0,-7424,-7730,108
2913,-7224,-7296,1,-7552,-7725,72
2914,-7224,-7168,1,-7424,-7716,-56
2915,-7127,-7296,0,-7296,-7703,169
2916,-7026,-7168,1,-7424,-7695,142
2917,-7026,-7040,1,-7296,-7683,14
2918,-6920,-6912,1,-7168,-7667,-8
2919,-6920,-7040,0,-7040,-7648,120
2920,-6811,-6912,1,-7168,-7633,101
2921,-6811,-6784,1,-7040,-7615,-27
2922,-6697,-6912,0,-6912,-7594,215
2923,-6697,-6784,1,-7040,-7577,87
2924,-6579,-6656,1,-6912,-7557,77
2925,-6579,-6528,1,-6784,-7533,-51
2926,-6457,-6656,0,-6656,-7506,199
2927,-6457,-6528,1,-6784,-7484,71
2928,-6332,-6400,1,-6656,-7459,68
2929,-6332,-6272,1,-6528,-7430,-60
2930,-6202,-6400,0,-6400,-7398,198
2931,-6202,-6272,1,-6528,-7371,70
2932,-6069,-6144,1,-6400,-7341,75
2933,-6069,-6016,1,-6272,-7308,-53
2934,-5932,-6144,0,-6144,-7272,212
2935,-5932,-6016,1,-6272,-7241,84
2936,-5792,-5888,1,-6144,-7207,96
2937,-5792,-5760,1,-6016,-7170,-32
2938,-5648,-5888,0,-5888,-7130,240
2939,-5648,-5760,1,-6016,-7096,112
2940,-5501,-5632,1,-5888,-7059,131
2941,-5501,-5504,1,-5760,-7019,3
2942,-5350,-5376,1,-5632,-6976,26
2943,-5350,-5248,1,-5504,-6930,-102
2944,-5196,-5376,0,-5376,-6882,180
2945,-5196,-5248,1,-5504,-6839,52
2946,-5039,-5120,1,-5376,-6794,81
2947,-5039,-4992,1,-5248,-6746,-47
2948,-4879,-5120,0,-5120,-6696,241
2949,-4879,-4992,1,-5248,-6651,113
2950,-4716,-4864,1,-5120,-6604,148
2951,-4716,-4736,1,-4992,-6554,20
2952,-4551,-4608,1,-4864,-6502,57
2953,-4551,-4480,1,-4736,-6447,-71
2954,-4382,-4608,0,-4608,-6390,226
2955,-4382,-4480,1,-4736,-6339,98
2956,-4211,-4352,1,-4608,-6285,141
2957,-4037,-4224,1,-4480,-6229,187
2958,-4037,-4096,1,-4352,-6171,59
2959,-3861,-3968,1,-4224,-6111,107
2960,-3861,-3840,1,-4096,-6049,-21
2961,-3683,-3968,0,-3968,-5984,285
2962,-3683,-3840,1,-4096,-5925,157
2963,-3502,-3712,1,-3968,-5864,210
2964,-3502,-3584,1,-3840,-5801,82
2965,-3319,-3456,1,-3712,-5736,137
2966,-3319,-3328,1,-3584,-5669,9
2967,-3135,-3200,1,-3456,-5600,65
2968,-3135,-3072,1,-3328,-5529,-63
2969,-2948,-3200,0,-3200,-5457,252
2970,-2948,-3072,1,-3328,-5391,124
2971,-2759,-2944,1,-3200,-5323,185
2972,-2759,-2816,1,-3072,-5253,57
2973,-2569,-2688,1,-2944,-5181,119
2974,-2569,-2560,1,-2816,-5108,-9
2975,-2378,-2688,0,-2688,-5033,310
2976,-2378,-2560,1,-2816,-4964,182
2977,-2185,-2432,1,-2688,-4893,247
2978,-2185,-2304,1,-2560,-4821,119
2979,-1990,-2176,1,-2432,-4747,186
2980,-1990,-2048,1,-2304,-4671,58
2981,-1795,-1920,1,-2176,-4594,125
2982,-1795,-1792,1,-2048,-4515,-3
2983,-1598,-1920,0,-1920,-4434,322
2984,-1598,-1792,1,-2048,-4360,194
2985,-1400,-1664,1,-1920,-4284,264
2986,-1400,-1536,1,-1792,-4207,136
2987,-1202,-1408,1,-1664,-4128,206
2988,-1202,-1280,1,-1536,-4047,78
2989,-1003,-1152,1,-1408,-3965,149
2990,-1003,-1024,1,-1280,-3882,21
2991,-803,-896,1,-1152,-3797,93
2992,-803,-768,1,-1024,-3711,-35
2993,-603,-896,0,-896,-3624,293
2994,-603,-768,1,-1024,-3543,165
2995,-402,-640,1,-896,-3461,238
2996,-402,-512,1,-768,-3377,110
2997,-201,-384,1,-640,-3292,183
2998,0,-256,1,-512,-3206,256
2999,0,-128,1,-384,-3118,128
3000,201,0,1,-256,-3029,201
3001,201,128,1,-128,-2939,73
3002,402,256,1,0,-2848,146
3003,402,384,1,128,-2755,18
3004,603,512,1,256,-2661,91
3005,603,640,1,384,-2566,-37
3006,803,512,0,512,-2470,291
3007,803,640,1,384,-2381,163
3008,1003,768,1,512,-2291,235
3009,1003,896,1,640,-2200,107
3010,1202,1024,1,768,-2108,178
3011,1202,1152,1,896,-2015,50
3012,1400,1280,1,1024,-1921,120
3013,1400,1408,1,1152,-1825,-8
3014,1598,1280,0,1280,-1728,318
3015,1598,1408,1,1152,-1638,190
3016,1795,1536,1,1280,-1547,259
3017,1795,1664,1,1408,-1455,131
3018,1990,1792,1,1536,-1362,198
3019,1990,1920,1,1664,-1268,70
3020,2185,2048,1,1792,-1173,137
3021,2185,2176,1,1920,-1077,9
3022,2378,2304,1,2048,-980,74
3023,2378,2432,1,2176,-882,-54
3024,2569,2304,0,2304,-783,265
3025,2569,2432,1,2176,-691,137
3026,2759,2560,1,2304,-598,199
3027,2759,2688,1,2432,-504,71
3028,2948,2816,1,2560,-409,132
3029,2948,2944,1,2688,-313,4
3030,3135,3072,1,2816,-216,63
3031,3135,3200,1,2944,-118,-65
3032,3319,3072,0,3072,-19,247
3033,3319,3200,1,2944,73,119
3034,3502,3328,1,3072,166,174
3035,3502,3456,1,3200,260,46
3036,3683,3584,1,3328,355,99
3037,3683,3712,1,3456,451,-29
3038,3861,3584,0,3584,548,277
3039,3861,3712,1,3456,638,149
3040,4037,3840,1,3584,730,197
3041,4211,3968,1,3712,823,243
3042,4211,4096,1,3840,917,115
3043,4382,4224,1,3968,1012,158
3044,4382,4352,1,4096,1108,30
3045,4551,4480,1,4224,1205,71
3046,4551,4608,1,4352,1303,-57
3047,4716,4480,0,4480,1402,236
3048,4716,4608,1,4352,1494,108
3049,4879,4736,1,4480,1587,143
3050,4879,4864,1,4608,1681,15
3051,5039,4992,1,4736,1776,47
3052,5039,5120,1,4864,1872,-81
3053,5196,4992,0,4992,1969,204
3054,5196,5120,1,4864,2059,76
3055,5350,5248,1,4992,2150,102
3056,5350,5376,1,5120,2242,-26
3057,5501,5248,0,5248,2335,253
3058,5501,5376,1,5120,2422,125
3059,5648,5504,1,5248,2510,144
3060,5648,5632,1,5376,2599,16
3061,5792,5760,1,5504,2689,32
3062,5792,5888,1,5632,2780,-96
3063,5932,5760,0,5760,2873,172
3064,5932,5888,1,5632,2959,44
3065,6069,6016,1,5760,3046,53
3066,6069,6144,1,5888,3134,-75
3067,6202,6016,0,6016,3224,186
3068,6202,6144,1,5888,3307,58
3069,6332,6272,1,6016,3391,60
3070,6332,6400,1,6144,3477,-68
3071,6457,6272,0,6272,3564,185
3072,6457,6400,1,6144,3644,57
3073,6579,6528,1,6272,3726,51
3074,6579,6656,1,6400,3809,-77
3075,6697,6528,0,6528,3893,169
3076,6697,6656,1,6400,3971,41
3077,6811,6784,1,6528,4050,27
3078,6811,6912,1,6656,4131,-101
3079,6920,6784,0,6784,4213,136
3080,6920,6912,1,6656,4289,8
3081,7026,7040,1,6784,4366,-14
3082,7127,6912,0,6912,4445,215
3083,7127,7040,1,6784,4518,87
3084,7224,7168,1,6912,4592,56
3085,7224,7296,1,7040,4668,-72
3086,7316,7168,0,7168,4746,148
3087,7316,7296,1,7040,4817,20
3088,7405,7424,1,7168,4890,-19
3089,7405,7296,0,7296,4965,109
3090,7488,7424,1,7168,5033,64
3091,7488,7552,1,7296,5103,-64
3092,7567,7424,0,7424,5175,143
3093,7567,7552,1,7296,5241,15
3094,7642,7680,1,7424,5309,-38
3095,7642,7552,0,7552,5379,90
3096,7712,7680,1,7424,5442,32
3097,7712,7808,1,7552,5507,-96
3098,7778,7680,0,7680,5574,98
3099,7778,7808,1,7552,5635,-30
3100,7838,7680,0,7680,5698,158
3101,7838,7808,1,7552,5755,30
3102,7894,7936,1,7680,5815,-42
3103,7894,7808,0,7808,5877,86
3104,7946,7936,1,7680,5933,10
3105,7946,8064,1,7808,5991,-118
3106,7992,7936,0,7936,6051,56
3107,7992,8064,1,7808,6105,-72
3108,8034,7936,0,7936,6162,98
3109,8034,8064,1,7808,6213,-30
3110,8070,7936,0,7936,6266,134
3111,8070,8064,1,7808,6314,6
3112,8102,8192,1,7936,6364,-90
3113,8102,8064,0,8064,6417,38
3114,8129,8192,1,7936,6464,-63
3115,8129,8064,0,8064,6514,65
3116,8152,8192,1,7936,6558,-40
3117,8152,8064,0,8064,6605,88
3118,8169,8192,1,7936,6646,-23
3119,8169,8064,0,8064,6690,105
3120,8181,8192,1,7936,6728,-11
3121,8181,8064,0,8064,6769,117
3122,8189,8192,1,7936,6805,-3
3123,8191,8064,0,8064,6844,127
3124,8191,8192,1,7936,6878,-1
3125,8189,8064,0,8064,6915,125
3126,8189,8192,1,7936,6946,-3
3127,8181,8064,0,8064,6980,117
3128,8181,8192,1,7936,7009,-11
3129,8169,8064,0,8064,7041,105
3130,8169,8192,1,7936,7068,-23
3131,8152,8064,0,8064,7099,88
3132,8152,8192,1,7936,7125,-40
3133,8129,8064,0,8064,7154,65
3134,8129,8192,1,7936,7178,-63
3135,8102,8064,0,8064,7205,38
3136,8102,8192,1,7936,7227,-90
3137,8070,8064,0,8064,7253,6
3138,8070,8192,1,7936,7274,-122
3139,8034,8064,0,8064,7298,-30
3140,8034,7936,0,7936,7317,98
3141,7992,8064,1,7808,7332,-72
3142,7992,7936,0,7936,7350,56
3143,7946,8064,1,7808,7364,-118
3144,7946,7936,0,7936,7381,10
3145,7894,8064,1,7808,7394,-170
3146,7894,7936,0,7936,7410,-42
3147,7838,7808,0,7808,7422,30
3148,7838,7936,1,7680,7430,-98
3149,7778,7808,0,7808,7441,-30
3150,7778,7680,0,7680,7448,98
3151,7712,7808,1,7552,7451,-96
3152,7712,7680,0,7680,7458,32
3153,7642,7808,1,7552,7460,-166
3154,7642,7680,0,7680,7466,-38
3155,7567,7552,0,7552,7468,15
3156,7567,7680,1,7424,7466,-113
3157,7488,7552,0,7552,7468,-64
3158,7488,7424,0,7424,7466,64
3159,7405,7552,1,7296,7460,-147
3160,7405,7424,0,7424,7458,-19
3161,7316,7296,0,7296,7452,20
3162,7316,7424,1,7168,7443,-108
3163,7224,7296,0,7296,7438,-72
3164,7224,7168,0,7168,7429,56
3165,7127,7296,1,7040,7416,-169
3166,7026,7168,0,7168,7408,-142
3167,7026,7040,0,7040,7396,-14
3168,6920,6912,0,6912,7380,8
3169,6920,7040,1,6784,7361,-120
3170,6811,6912,0,6912,7346,-101
3171,6811,6784,0,6784,7328,27
3172,6697,6912,1,6656,7307,-215
3173,6697,6784,0,6784,7290,-87
3174,6579,6656,0,6656,7270,-77
3175,6579,6528,0,6528,7246,51
3176,6457,6656,1,6400,7219,-199
3177,6457,6528,0,6528,7197,-71
3178,6332,6400,0,6400,7172,-68
3179,6332,6272,0,6272,7143,60
3180,6202,6400,1,6144,7111,-198
3181,6202,6272,0,6272,7084,-70
3182,6069,6144,0,6144,7054,-75
3183,6069,6016,0,6016,7021,53
3184,5932,6144,1,5888,6985,-212
3185,5932,6016,0,6016,6954,-84
3186,5792,5888,0,5888,6920,-96
3187,5792,5760,0,5760,6883,32
3188,5648,5888,1,5632,6843,-240
3189,5648,5760,0,5760,6809,-112
3190,5501,5632,0,5632,6772,-131
3191,5501,5504,0,5504,6732,-3
3192,5350,5376,0,5376,6689,-26
3193,5350,5248,0,5248,6643,102
3194,5196,5376,1,5120,6595,-180
3195,5196,5248,0,5248,6552,-52
3196,5039,5120,0,5120,6507,-81
3197,5039,4992,0,4992,6459,47
3198,4879,5120,1,4864,6409,-241
3199,4879,4992,0,4992,6364,-113
3200,4716,4864,0,4864,6317,-148
3201,4716,4736,0,4736,6267,-20
3202,4551,4608,0,4608,6215,-57
3203,4551,4480,0,4480,6160,71
3204,4382,4608,1,4352,6103,-226
3205,4382,4480,0,4480,6052,-98
3206,4211,4352,0,4352,5998,-141
3207,4037,4224,0,4224,5942,-187
3208,4037,4096,0,4096,5884,-59
3209,3861,3968,0,3968,5824,-107
3210,3861,3840,0,3840,5762,21
3211,3683,3968,1,3712,5697,-285
3212,3683,3840,0,3840,5638,-157
3213,3502,3712,0,3712,5577,-210
3214,3502,3584,0,3584,5514,-82
3215,3319,3456,0,3456,5449,-137
3216,3319,3328,0,3328,5382,-9
3217,3135,3200,0,3200,5313,-65
3218,3135,3072,0,3072,5242,63
3219,2948,3200,1,2944,5170,-252
3220,2948,3072,0,3072,5104,-124
3221,2759,2944,0,2944,5036,-185
3222,2759,2816,0,2816,4966,-57
3223,2569,2688,0,2688,4894,-119
3224,2569,2560,0,2560,4821,9
3225,2378,2688,1,2432,4746,-310
3226,2378,2560,0,2560,4677,-182
3227,2185,2432,0,2432,4606,-247
3228,2185,2304,0,2304,4534,-119
3229,1990,2176,0,2176,4460,-186
3230,1990,2048,0,2048,4384,-58
3231,1795,1920,0,1920,4307,-125
3232,1795,1792,0,1792,4228,3
3233,1598,1920,1,1664,4147,-322
3234,1598,1792,0,1792,4073,-194
3235,1400,1664,0,1664,3997,-264
3236,1400,1536,0,1536,3920,-136
3237,1202,1408,0,1408,3841,-206
3238,1202,1280,0,1280,3760,-78
3239,1003,1152,0,1152,3678,-149
3240,1003,1024,0,1024,3595,-21
3241,803,896,0,896,3510,-93
3242,803,768,0,768,3424,35
3243,603,896,1,640,3337,-293
3244,603,768,0,768,3256,-165
3245,402,640,0,640,3174,-238
3246,402,512,0,512,3090,-110
3247,201,384,0,384,3005,-183
3248,0,256,0,256,2919,-256
3249,0,128,0,128,2831,-128
3250,-201,0,0,0,2742,-201
3251,-201,-128,0,-128,2652,-73
3252,-402,-256,0,-256,2561,-146
3253,-402,-384,0,-384,2468,-18
3254,-603,-512,0,-512,2374,-91
3255,-603,-640,0,-640,2279,37
3256,-803,-512,1,-768,2183,-291
3257,-803,-640,0,-640,2094,-163
3258,-1003,-768,0,-768,2004,-235
3259,-1003,-896,0,-896,1913,-107
3260,-1202,-1024,0,-1024,1821,-178
3261,-1202,-1152,0,-1152,1728,-50
3262,-1400,-1280,0,-1280,1634,-120
3263,-1400,-1408,0,-1408,1538,8
3264,-1598,-1280,1,-1536,1441,-318
3265,-1598,-1408,0,-1408,1351,-190
3266,-1795,-1536,0,-1536,1260,-259
3267,-1795,-1664,0,-1664,1168,-131
3268,-1990,-1792,0,-1792,1075,-198
3269,-1990,-1920,0,-1920,981,-70
3270,-2185,-2048,0,-2048,886,-137
3271,-2185,-2176,0,-2176,790,-9
3272,-2378,-2304,0,-2304,693,-74
3273,-2378,-2432,0,-2432,595,54
3274,-2569,-2304,1,-2560,496,-265
3275,-2569,-2432,0,-2432,404,-137
3276,-2759,-2560,0,-2560,311,-199
3277,-2759,-2688,0,-2688,217,-71
3278,-2948,-2816,0,-2816,122,-132
3279,-2948,-2944,0,-2944,26,-4
3280,-3135,-3072,0,-3072,-71,-63
3281,-3135,-3200,0,-3200,-169,65
3282,-3319,-3072,1,-3328,-268,-247
3283,-3319,-3200,0,-3200,-360,-119
3284,-3502,-3328,0,-3328,-453,-174
3285,-3502,-3456,0,-3456,-547,-46
3286,-3683,-3584,0,-3584,-642,-99
3287,-3683,-3712,0,-3712,-738,29
3288,-3861,-3584,1,-3840,-835,-277
3289,-3861,-3712,0,-3712,-925,-149
3290,-4037,-3840,0,-3840,-1017,-197
3291,-4211,-3968,0,-3968,-1110,-243
3292,-4211,-4096,0,-4096,-1204,-115
3293,-4382,-4224,0,-4224,-1299,-158
3294,-4382,-4352,0,-4352,-1395,-30
3295,-4551,-4480,0,-4480,-1492,-71
3296,-4551,-4608,0,-4608,-1590,57
3297,-4716,-4480,1,-4736,-1689,-236
3298,-4716,-4608,0,-4608,-1781,-108
3299,-4879,-4736,0,-4736,-1874,-143
3300,-4879,-4864,0,-4864,-1968,-15
3301,-5039,-4992,0,-4992,-2063,-47
3302,-5039,-5120,0,-5120,-2159,81
3303,-5196,-4992,1,-5248,-2256,-204
3304,-5196,-5120,0,-5120,-2346,-76
3305,-5350,-5248,0,-5248,-2437,-102
3306,-5350,-5376,0,-5376,-2529,26
3307,-5501,-5248,1,-5504,-2622,-253
3308,-5501,-5376,0,-5376,-2709,-125
3309,-5648,-5504,0,-5504,-2797,-144
3310,-5648,-5632,0,-5632,-2886,-16
3311,-5792,-5760,0,-5760,-2976,-32
3312,-5792,-5888,0,-5888,-3067,96
3313,-5932,-5760,1,-6016,-3160,-172
3314,-5932,-5888,0,-5888,-3246,-44
3315,-6069,-6016,0,-6016,-3333,-53
3316,-6069,-6144,0,-6144,-3421,75
3317,-6202,-6016,1,-6272,-3511,-186
3318,-6202,-6144,0,-6144,-3594,-58
3319,-6332,-6272,0,-6272,-3678,-60
3320,-6332,-6400,0,-6400,-3764,68
3321,-6457,-6272,1,-6528,-3851,-185
3322,-6457,-6400,0,-6400,-3931,-57
3323,-6579,-6528,0,-6528,-4013,-51
3324,-6579,-6656,0,-6656,-4096,77
3325,-6697,-6528,1,-6784,-4180,-169
3326,-6697,-6656,0,-6656,-4258,-41
3327,-6811,-6784,0,-6784,-4337,-27
3328,-6811,-6912,0,-6912,-4418,101
3329,-6920,-6784,1,-7040,-4500,-136
3330,-6920,-6912,0,-6912,-4576,-8
3331,-7026,-7040,0,-7040,-4653,14
3332,-7127,-6912,1,-7168,-4732,-215
3333,-7127,-7040,0,-7040,-4805,-87
3334,-7224,-7168,0,-7168,-4879,-56
3335,-7224,-7296,0,-7296,-4955,72
3336,-7316,-7168,1,-7424,-5033,-148
3337,-7316,-7296,0,-7296,-5104,-20
3338,-7405,-7424,0,-7424,-5177,19
3339,-7405,-7296,1,-7552,-5252,-109
3340,-7488,-7424,0,-7424,-5320,-64
3341,-7488,-7552,0,-7552,-5390,64
3342,-7567,-7424,1,-7680,-5462,-143
3343,-7567,-7552,0,-7552,-5528,-15
3344,-7642,-7680,0,-7680,-5596,38
3345,-7642,-7552,1,-7808,-5666,-90
3346,-7712,-7680,0,-7680,-5729,-32
